Gene_ID,log2FoldChange,pvalue,padj
ENSG00000116691,0.6599087758867936,0.020149173686681596,
ENSG00000202461,-0.16666666666666669,0.7227877080390916,
ENSG00000276869,0.0,,
ENSG00000243539,1.525875564497436,0.12322657148324365,
ENSG00000120949,0.08333333333333331,0.8511627527132343,
ENSG00000201135,-0.25,0.3910022189557705,
ENSG00000227875,0.0,,
ENSG00000285604,0.16666666666666663,0.7227877080390918,
ENSG00000283789,0.0,,
ENSG00000028137,0.21854678181932918,0.7000302578994994,
ENSG00000263676,0.08333333333333331,0.8511627527132343,
ENSG00000225196,0.5239760316291208,0.5751625238650394,
ENSG00000252969,-0.25,0.3910022189557705,
ENSG00000048707,0.08095503914409363,0.5840576234244976,
ENSG00000239149,0.5962376958169715,0.26644997299817474,
ENSG00000229484,-1.042481250360578,0.06850311859120545,
ENSG00000162496,-0.23885231803273044,0.5600187119256147,
ENSG00000221340,0.0,,
ENSG00000276830,0.0,,
ENSG00000272482,-0.396240625180289,0.6034580569622423,
ENSG00000204518,0.7437343753004817,0.1597826502683265,
ENSG00000226166,0.0,,
ENSG00000188984,-0.5663216069349812,0.6339237666503077,
ENSG00000157330,-0.5360799506063423,0.5396902980621638,
ENSG00000116726,0.41666666666666663,0.37347974698665537,
ENSG00000116721,-0.4166666666666667,0.5076848816074249,
ENSG00000228338,0.0,,
ENSG00000239810,0.08333333333333331,0.8511627527132343,
ENSG00000231103,0.08333333333333331,0.8511627527132343,
ENSG00000179172,-0.15299315739980734,0.7033752345154486,
ENSG00000120952,0.41666666666666663,0.37347974698665537,
ENSG00000243073,-0.25,0.3910022189557705,
ENSG00000187545,0.3333333333333333,0.4226497308103743,
ENSG00000204510,-0.16666666666666669,0.7227877080390916,
ENSG00000207434,0.08333333333333331,0.8511627527132343,
ENSG00000234064,-0.25,0.3910022189557705,
ENSG00000232423,-0.396240625180289,0.3910022189557704,
ENSG00000274178,-0.25,0.3910022189557705,
ENSG00000274764,-0.25,0.3910022189557705,
ENSG00000277058,0.4939866545618372,0.32620625058367486,
ENSG00000229571,-0.25,0.3910022189557705,
ENSG00000277862,0.5283208335737187,0.42264973081037416,
ENSG00000236179,-0.25,0.3910022189557705,
